Inference for Bugs model at "modelIPDNMR", fit using jags,
 2 chains, each with 1e+05 iterations (first 1000 discarded), n.thin = 10
 n.sims = 19800 iterations saved
             mu.vect sd.vect   2.5%    25%    50%    75%  97.5%  Rhat n.eff
logitp[15,1]  -2.215   0.651 -3.485 -2.649 -2.216 -1.782 -0.928 1.001 20000
logitp[16,1]  -2.111   0.625 -3.332 -2.529 -2.113 -1.696 -0.878 1.001 20000
logitp[17,1]  -2.013   0.600 -3.185 -2.414 -2.015 -1.614 -0.828 1.001 20000
logitp[18,1]  -1.920   0.577 -3.045 -2.304 -1.921 -1.535 -0.782 1.001 20000
logitp[19,1]  -1.830   0.554 -2.913 -2.200 -1.831 -1.459 -0.739 1.001 20000
logitp[20,1]  -1.744   0.533 -2.784 -2.101 -1.745 -1.387 -0.695 1.001 20000
logitp[21,1]  -1.661   0.512 -2.660 -2.004 -1.663 -1.317 -0.652 1.001 20000
logitp[22,1]  -1.581   0.492 -2.544 -1.911 -1.584 -1.250 -0.614 1.001 20000
logitp[23,1]  -1.504   0.473 -2.429 -1.820 -1.505 -1.185 -0.577 1.001 20000
logitp[24,1]  -1.428   0.454 -2.318 -1.732 -1.430 -1.122 -0.539 1.001 20000
logitp[25,1]  -1.355   0.436 -2.210 -1.647 -1.356 -1.060 -0.501 1.001 20000
logitp[26,1]  -1.284   0.419 -2.104 -1.565 -1.286 -1.001 -0.461 1.001 20000
logitp[27,1]  -1.215   0.402 -2.003 -1.485 -1.216 -0.943 -0.425 1.001 20000
logitp[28,1]  -1.147   0.386 -1.901 -1.407 -1.149 -0.886 -0.389 1.001 20000
logitp[29,1]  -1.081   0.370 -1.805 -1.331 -1.082 -0.830 -0.351 1.001 20000
logitp[30,1]  -1.016   0.355 -1.709 -1.254 -1.017 -0.776 -0.317 1.001 20000
logitp[31,1]  -0.952   0.340 -1.618 -1.180 -0.951 -0.722 -0.283 1.001 20000
logitp[32,1]  -0.890   0.326 -1.526 -1.108 -0.889 -0.670 -0.246 1.001 20000
logitp[33,1]  -0.828   0.312 -1.438 -1.037 -0.827 -0.617 -0.214 1.001 20000
logitp[34,1]  -0.767   0.298 -1.350 -0.968 -0.767 -0.566 -0.182 1.001 20000
logitp[35,1]  -0.707   0.285 -1.265 -0.899 -0.706 -0.515 -0.149 1.001 20000
logitp[36,1]  -0.648   0.273 -1.181 -0.831 -0.647 -0.465 -0.114 1.001 20000
logitp[37,1]  -0.590   0.260 -1.100 -0.765 -0.589 -0.415 -0.079 1.001 20000
logitp[38,1]  -0.533   0.249 -1.021 -0.700 -0.533 -0.365 -0.046 1.001 20000
logitp[39,1]  -0.475   0.237 -0.942 -0.636 -0.475 -0.316 -0.010 1.001 20000
logitp[40,1]  -0.419   0.227 -0.862 -0.572 -0.418 -0.267  0.025 1.001 20000
logitp[41,1]  -0.363   0.216 -0.785 -0.509 -0.362 -0.218  0.060 1.001 20000
logitp[42,1]  -0.307   0.207 -0.712 -0.447 -0.307 -0.169  0.096 1.001 20000
logitp[43,1]  -0.252   0.198 -0.640 -0.387 -0.252 -0.119  0.134 1.001 20000
logitp[44,1]  -0.197   0.190 -0.570 -0.326 -0.196 -0.069  0.169 1.001 20000
logitp[45,1]  -0.142   0.183 -0.500 -0.267 -0.141 -0.020  0.212 1.001 20000
logitp[46,1]  -0.088   0.176 -0.433 -0.207 -0.087  0.030  0.257 1.001 20000
logitp[47,1]  -0.033   0.171 -0.366 -0.150 -0.032  0.082  0.301 1.001 20000
logitp[48,1]   0.021   0.166 -0.306 -0.092  0.022  0.132  0.346 1.001 20000
logitp[49,1]   0.075   0.163 -0.246 -0.036  0.076  0.185  0.393 1.001 20000
logitp[50,1]   0.129   0.161 -0.189  0.020  0.130  0.238  0.442 1.001 20000
logitp[51,1]   0.183   0.160 -0.135  0.075  0.184  0.292  0.495 1.001 20000
logitp[52,1]   0.237   0.161 -0.083  0.130  0.238  0.347  0.550 1.001 20000
logitp[53,1]   0.291   0.162 -0.032  0.183  0.292  0.401  0.605 1.001 20000
logitp[54,1]   0.345   0.165  0.017  0.235  0.346  0.458  0.665 1.001 20000
logitp[55,1]   0.400   0.169  0.062  0.286  0.400  0.516  0.730 1.001 20000
logitp[56,1]   0.455   0.175  0.108  0.338  0.455  0.574  0.794 1.001 20000
logitp[57,1]   0.510   0.181  0.151  0.388  0.510  0.634  0.862 1.001 20000
logitp[58,1]   0.565   0.188  0.191  0.438  0.565  0.694  0.928 1.001 20000
logitp[59,1]   0.621   0.196  0.232  0.489  0.620  0.755  1.000 1.001 20000
logitp[60,1]   0.677   0.205  0.270  0.539  0.677  0.817  1.072 1.001 20000
logitp[61,1]   0.733   0.214  0.307  0.589  0.734  0.879  1.146 1.001 20000
logitp[62,1]   0.790   0.224  0.345  0.639  0.792  0.944  1.225 1.001 20000
logitp[63,1]   0.848   0.235  0.380  0.689  0.849  1.009  1.303 1.001 20000
logitp[64,1]   0.906   0.247  0.416  0.740  0.907  1.074  1.385 1.001 20000
logitp[65,1]   0.965   0.259  0.450  0.791  0.966  1.142  1.467 1.001 20000
logitp[66,1]   1.025   0.271  0.487  0.842  1.025  1.210  1.551 1.001 20000
logitp[67,1]   1.086   0.284  0.522  0.893  1.086  1.281  1.635 1.001 20000
logitp[68,1]   1.147   0.298  0.556  0.947  1.148  1.350  1.724 1.001 20000
logitp[69,1]   1.210   0.312  0.590  1.000  1.210  1.423  1.812 1.001 20000
logitp[70,1]   1.273   0.326  0.623  1.054  1.274  1.497  1.906 1.001 20000
logitp[71,1]   1.338   0.341  0.659  1.109  1.340  1.572  1.995 1.001 20000
logitp[72,1]   1.405   0.357  0.693  1.165  1.407  1.648  2.091 1.001 20000
logitp[73,1]   1.473   0.372  0.727  1.223  1.473  1.728  2.190 1.001 20000
logitp[74,1]   1.542   0.389  0.762  1.281  1.542  1.808  2.293 1.001 20000
logitp[75,1]   1.613   0.406  0.799  1.341  1.613  1.891  2.396 1.001 20000
logitp[76,1]   1.686   0.424  0.836  1.403  1.686  1.976  2.505 1.001 20000
logitp[77,1]   1.761   0.442  0.874  1.465  1.762  2.064  2.618 1.001 15000
logitp[78,1]   1.839   0.461  0.913  1.531  1.839  2.153  2.732 1.001 16000
logitp[79,1]   1.919   0.481  0.955  1.598  1.921  2.247  2.851 1.001 17000
logitp[80,1]   2.002   0.501  0.997  1.666  2.003  2.344  2.975 1.001 17000
logitp[81,1]   2.088   0.523  1.042  1.736  2.089  2.446  3.104 1.001 17000
logitp[82,1]   2.177   0.545  1.085  1.813  2.179  2.550  3.236 1.001 18000
logitp[83,1]   2.271   0.569  1.130  1.892  2.272  2.659  3.375 1.001 18000
logitp[84,1]   2.369   0.594  1.180  1.973  2.370  2.773  3.522 1.001 18000
logitp[85,1]   2.472   0.620  1.235  2.058  2.472  2.894  3.676 1.001 19000
logitp[86,1]   2.581   0.647  1.287  2.148  2.580  3.023  3.838 1.001 19000
logitp[87,1]   2.697   0.677  1.345  2.244  2.696  3.158  4.014 1.001 19000
logitp[88,1]   2.821   0.708  1.406  2.346  2.820  3.300  4.200 1.001 19000
logitp[89,1]   2.953   0.742  1.474  2.455  2.953  3.457  4.397 1.001 20000
logitp[90,1]   3.097   0.779  1.544  2.575  3.097  3.626  4.615 1.001 20000
logitp[91,1]   3.254   0.820  1.620  2.706  3.254  3.811  4.849 1.001 20000
logitp[92,1]   3.428   0.865  1.703  2.850  3.429  4.016  5.110 1.001 20000
logitp[93,1]   3.623   0.915  1.798  3.011  3.625  4.244  5.402 1.001 20000
logitp[94,1]   3.846   0.972  1.909  3.194  3.848  4.506  5.736 1.001 20000
logitp[95,1]   4.107   1.040  2.035  3.411  4.110  4.811  6.126 1.001 20000
logitp[96,1]   4.422   1.122  2.187  3.669  4.425  5.182  6.595 1.001 20000
logitp[97,1]   4.825   1.227  2.379  3.999  4.827  5.656  7.196 1.001 20000
logitp[98,1]   5.387   1.373  2.648  4.461  5.391  6.315  8.044 1.001 20000
logitp[99,1]   6.337   1.621  3.099  5.241  6.344  7.435  9.485 1.001 20000
logitp[1,2]   -4.894   2.064 -8.996 -6.283 -4.871 -3.493 -0.929 1.001  3300
logitp[2,2]   -4.092   1.756 -7.600 -5.274 -4.067 -2.900 -0.721 1.001  3300
logitp[3,2]   -3.618   1.575 -6.769 -4.677 -3.593 -2.551 -0.602 1.001  3300
 [ reached getOption("max.print") -- omitted 294 rows ]

For each parameter, n.eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor (at convergence, Rhat=1).
pdf 
  4 
Inference for Bugs model at "modelIPDNMR", fit using jags,
 2 chains, each with 1e+05 iterations (first 1000 discarded), n.thin = 10
 n.sims = 19800 iterations saved
             mu.vect sd.vect   2.5%    25%    50%    75%  97.5%  Rhat n.eff
Beta           1.219   0.131  0.965  1.130  1.218  1.306  1.480 1.001 17000
ORref[1]       0.404   0.059  0.300  0.362  0.400  0.441  0.532 1.001 20000
ORref[2]       0.509   0.114  0.320  0.428  0.498  0.577  0.761 1.001 20000
ORref[3]       0.266   0.045  0.189  0.235  0.263  0.294  0.364 1.001 20000
ORref[4]       1.000   0.000  1.000  1.000  1.000  1.000  1.000 1.000     1
be[1]          0.132   0.273 -0.411 -0.048  0.136  0.314  0.664 1.001 20000
be[2]         -0.078   0.419 -0.872 -0.365 -0.084  0.202  0.747 1.001  3800
be[3]         -0.393   0.317 -1.025 -0.603 -0.386 -0.179  0.214 1.001  3800
be[4]          0.000   0.000  0.000  0.000  0.000  0.000  0.000 1.000     1
logitp[1,1]   -6.079   1.653 -9.290 -7.191 -6.092 -4.978 -2.824 1.001 20000
logitp[2,1]   -5.129   1.405 -7.861 -6.070 -5.140 -4.193 -2.374 1.001 20000
logitp[3,1]   -4.567   1.259 -7.018 -5.412 -4.577 -3.728 -2.098 1.001 20000
logitp[4,1]   -4.165   1.154 -6.406 -4.939 -4.174 -3.397 -1.903 1.001 20000
logitp[5,1]   -3.849   1.072 -5.932 -4.568 -3.857 -3.134 -1.746 1.001 20000
logitp[6,1]   -3.588   1.005 -5.541 -4.261 -3.595 -2.921 -1.617 1.001 20000
logitp[7,1]   -3.366   0.947 -5.205 -3.999 -3.371 -2.736 -1.505 1.001 20000
logitp[8,1]   -3.171   0.897 -4.914 -3.771 -3.175 -2.574 -1.412 1.001 20000
logitp[9,1]   -2.997   0.852 -4.653 -3.565 -3.001 -2.432 -1.324 1.001 20000
logitp[10,1]  -2.840   0.811 -4.417 -3.382 -2.844 -2.300 -1.245 1.001 20000
logitp[11,1]  -2.696   0.774 -4.203 -3.213 -2.699 -2.183 -1.174 1.001 20000
logitp[12,1]  -2.563   0.740 -4.003 -3.057 -2.566 -2.071 -1.106 1.001 20000
logitp[13,1]  -2.439   0.709 -3.820 -2.912 -2.443 -1.969 -1.042 1.001 20000
logitp[14,1]  -2.324   0.679 -3.648 -2.777 -2.326 -1.874 -0.984 1.001 20000
logitp[15,1]  -2.215   0.651 -3.485 -2.649 -2.216 -1.782 -0.928 1.001 20000
logitp[16,1]  -2.111   0.625 -3.332 -2.529 -2.113 -1.696 -0.878 1.001 20000
logitp[17,1]  -2.013   0.600 -3.185 -2.414 -2.015 -1.614 -0.828 1.001 20000
logitp[18,1]  -1.920   0.577 -3.045 -2.304 -1.921 -1.535 -0.782 1.001 20000
logitp[19,1]  -1.830   0.554 -2.913 -2.200 -1.831 -1.459 -0.739 1.001 20000
logitp[20,1]  -1.744   0.533 -2.784 -2.101 -1.745 -1.387 -0.695 1.001 20000
logitp[21,1]  -1.661   0.512 -2.660 -2.004 -1.663 -1.317 -0.652 1.001 20000
logitp[22,1]  -1.581   0.492 -2.544 -1.911 -1.584 -1.250 -0.614 1.001 20000
logitp[23,1]  -1.504   0.473 -2.429 -1.820 -1.505 -1.185 -0.577 1.001 20000
logitp[24,1]  -1.428   0.454 -2.318 -1.732 -1.430 -1.122 -0.539 1.001 20000
logitp[25,1]  -1.355   0.436 -2.210 -1.647 -1.356 -1.060 -0.501 1.001 20000
logitp[26,1]  -1.284   0.419 -2.104 -1.565 -1.286 -1.001 -0.461 1.001 20000
logitp[27,1]  -1.215   0.402 -2.003 -1.485 -1.216 -0.943 -0.425 1.001 20000
logitp[28,1]  -1.147   0.386 -1.901 -1.407 -1.149 -0.886 -0.389 1.001 20000
logitp[29,1]  -1.081   0.370 -1.805 -1.331 -1.082 -0.830 -0.351 1.001 20000
logitp[30,1]  -1.016   0.355 -1.709 -1.254 -1.017 -0.776 -0.317 1.001 20000
logitp[31,1]  -0.952   0.340 -1.618 -1.180 -0.951 -0.722 -0.283 1.001 20000
logitp[32,1]  -0.890   0.326 -1.526 -1.108 -0.889 -0.670 -0.246 1.001 20000
logitp[33,1]  -0.828   0.312 -1.438 -1.037 -0.827 -0.617 -0.214 1.001 20000
logitp[34,1]  -0.767   0.298 -1.350 -0.968 -0.767 -0.566 -0.182 1.001 20000
logitp[35,1]  -0.707   0.285 -1.265 -0.899 -0.706 -0.515 -0.149 1.001 20000
logitp[36,1]  -0.648   0.273 -1.181 -0.831 -0.647 -0.465 -0.114 1.001 20000
logitp[37,1]  -0.590   0.260 -1.100 -0.765 -0.589 -0.415 -0.079 1.001 20000
logitp[38,1]  -0.533   0.249 -1.021 -0.700 -0.533 -0.365 -0.046 1.001 20000
logitp[39,1]  -0.475   0.237 -0.942 -0.636 -0.475 -0.316 -0.010 1.001 20000
logitp[40,1]  -0.419   0.227 -0.862 -0.572 -0.418 -0.267  0.025 1.001 20000
logitp[41,1]  -0.363   0.216 -0.785 -0.509 -0.362 -0.218  0.060 1.001 20000
logitp[42,1]  -0.307   0.207 -0.712 -0.447 -0.307 -0.169  0.096 1.001 20000
logitp[43,1]  -0.252   0.198 -0.640 -0.387 -0.252 -0.119  0.134 1.001 20000
logitp[44,1]  -0.197   0.190 -0.570 -0.326 -0.196 -0.069  0.169 1.001 20000
logitp[45,1]  -0.142   0.183 -0.500 -0.267 -0.141 -0.020  0.212 1.001 20000
logitp[46,1]  -0.088   0.176 -0.433 -0.207 -0.087  0.030  0.257 1.001 20000
logitp[47,1]  -0.033   0.171 -0.366 -0.150 -0.032  0.082  0.301 1.001 20000
logitp[48,1]   0.021   0.166 -0.306 -0.092  0.022  0.132  0.346 1.001 20000
logitp[49,1]   0.075   0.163 -0.246 -0.036  0.076  0.185  0.393 1.001 20000
logitp[50,1]   0.129   0.161 -0.189  0.020  0.130  0.238  0.442 1.001 20000
logitp[51,1]   0.183   0.160 -0.135  0.075  0.184  0.292  0.495 1.001 20000
logitp[52,1]   0.237   0.161 -0.083  0.130  0.238  0.347  0.550 1.001 20000
logitp[53,1]   0.291   0.162 -0.032  0.183  0.292  0.401  0.605 1.001 20000
logitp[54,1]   0.345   0.165  0.017  0.235  0.346  0.458  0.665 1.001 20000
logitp[55,1]   0.400   0.169  0.062  0.286  0.400  0.516  0.730 1.001 20000
logitp[56,1]   0.455   0.175  0.108  0.338  0.455  0.574  0.794 1.001 20000
logitp[57,1]   0.510   0.181  0.151  0.388  0.510  0.634  0.862 1.001 20000
logitp[58,1]   0.565   0.188  0.191  0.438  0.565  0.694  0.928 1.001 20000
logitp[59,1]   0.621   0.196  0.232  0.489  0.620  0.755  1.000 1.001 20000
logitp[60,1]   0.677   0.205  0.270  0.539  0.677  0.817  1.072 1.001 20000
logitp[61,1]   0.733   0.214  0.307  0.589  0.734  0.879  1.146 1.001 20000
logitp[62,1]   0.790   0.224  0.345  0.639  0.792  0.944  1.225 1.001 20000
logitp[63,1]   0.848   0.235  0.380  0.689  0.849  1.009  1.303 1.001 20000
logitp[64,1]   0.906   0.247  0.416  0.740  0.907  1.074  1.385 1.001 20000
logitp[65,1]   0.965   0.259  0.450  0.791  0.966  1.142  1.467 1.001 20000
logitp[66,1]   1.025   0.271  0.487  0.842  1.025  1.210  1.551 1.001 20000
logitp[67,1]   1.086   0.284  0.522  0.893  1.086  1.281  1.635 1.001 20000
logitp[68,1]   1.147   0.298  0.556  0.947  1.148  1.350  1.724 1.001 20000
logitp[69,1]   1.210   0.312  0.590  1.000  1.210  1.423  1.812 1.001 20000
logitp[70,1]   1.273   0.326  0.623  1.054  1.274  1.497  1.906 1.001 20000
logitp[71,1]   1.338   0.341  0.659  1.109  1.340  1.572  1.995 1.001 20000
logitp[72,1]   1.405   0.357  0.693  1.165  1.407  1.648  2.091 1.001 20000
logitp[73,1]   1.473   0.372  0.727  1.223  1.473  1.728  2.190 1.001 20000
logitp[74,1]   1.542   0.389  0.762  1.281  1.542  1.808  2.293 1.001 20000
logitp[75,1]   1.613   0.406  0.799  1.341  1.613  1.891  2.396 1.001 20000
logitp[76,1]   1.686   0.424  0.836  1.403  1.686  1.976  2.505 1.001 20000
logitp[77,1]   1.761   0.442  0.874  1.465  1.762  2.064  2.618 1.001 15000
logitp[78,1]   1.839   0.461  0.913  1.531  1.839  2.153  2.732 1.001 16000
logitp[79,1]   1.919   0.481  0.955  1.598  1.921  2.247  2.851 1.001 17000
logitp[80,1]   2.002   0.501  0.997  1.666  2.003  2.344  2.975 1.001 17000
logitp[81,1]   2.088   0.523  1.042  1.736  2.089  2.446  3.104 1.001 17000
logitp[82,1]   2.177   0.545  1.085  1.813  2.179  2.550  3.236 1.001 18000
logitp[83,1]   2.271   0.569  1.130  1.892  2.272  2.659  3.375 1.001 18000
logitp[84,1]   2.369   0.594  1.180  1.973  2.370  2.773  3.522 1.001 18000
logitp[85,1]   2.472   0.620  1.235  2.058  2.472  2.894  3.676 1.001 19000
logitp[86,1]   2.581   0.647  1.287  2.148  2.580  3.023  3.838 1.001 19000
logitp[87,1]   2.697   0.677  1.345  2.244  2.696  3.158  4.014 1.001 19000
logitp[88,1]   2.821   0.708  1.406  2.346  2.820  3.300  4.200 1.001 19000
logitp[89,1]   2.953   0.742  1.474  2.455  2.953  3.457  4.397 1.001 20000
logitp[90,1]   3.097   0.779  1.544  2.575  3.097  3.626  4.615 1.001 20000
logitp[91,1]   3.254   0.820  1.620  2.706  3.254  3.811  4.849 1.001 20000
logitp[92,1]   3.428   0.865  1.703  2.850  3.429  4.016  5.110 1.001 20000
logitp[93,1]   3.623   0.915  1.798  3.011  3.625  4.244  5.402 1.001 20000
logitp[94,1]   3.846   0.972  1.909  3.194  3.848  4.506  5.736 1.001 20000
logitp[95,1]   4.107   1.040  2.035  3.411  4.110  4.811  6.126 1.001 20000
logitp[96,1]   4.422   1.122  2.187  3.669  4.425  5.182  6.595 1.001 20000
logitp[97,1]   4.825   1.227  2.379  3.999  4.827  5.656  7.196 1.001 20000
logitp[98,1]   5.387   1.373  2.648  4.461  5.391  6.315  8.044 1.001 20000
logitp[99,1]   6.337   1.621  3.099  5.241  6.344  7.435  9.485 1.001 20000
logitp[1,2]   -4.894   2.064 -8.996 -6.283 -4.871 -3.493 -0.929 1.001  3300
logitp[2,2]   -4.092   1.756 -7.600 -5.274 -4.067 -2.900 -0.721 1.001  3300
logitp[3,2]   -3.618   1.575 -6.769 -4.677 -3.593 -2.551 -0.602 1.001  3300
 [ reached getOption("max.print") -- omitted 294 rows ]

For each parameter, n.eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor (at convergence, Rhat=1).
pdf 
  4 
